Row,Component_1,Component_2,Component_3
rh_lateraloccipital-rh_parsorbitalis,-1.61297885187466e-06,1.98416604221325e-05,2.74981817748815e-05
rh_lateraloccipital-rh_parstriangularis,-4.5183748556392e-06,5.30721672310704e-06,-2.638849054353e-05
rh_lateraloccipital-rh_pericalcarine,3.71475493513026e-06,1.13617326486644e-05,-8.46787526293849e-06
rh_lateraloccipital-rh_postcentral,-9.18787780257724e-06,-1.63240808623962e-06,-2.15087878634044e-05
rh_lateraloccipital-rh_posteriorcingulate,-1.23368402384885e-05,-1.79760384981767e-07,-1.21532246947999e-06
rh_lateraloccipital-rh_precentral,4.72881923788564e-06,2.49951316939012e-05,4.46756933872805e-07
rh_lateraloccipital-rh_precuneus,-1.11232221600735e-06,2.04312630907081e-05,2.44411306592632e-05
rh_lateraloccipital-rh_rostralanteriorcingulate,-2.17808933395333e-05,-1.42801708845063e-05,-4.5086782389557e-06
rh_lateraloccipital-rh_rostralmiddlefrontal,-1.12645619513114e-05,-2.75356942465588e-06,-3.27242770468096e-05
rh_lateraloccipital-rh_superiorfrontal,-4.82432555475114e-06,1.11588825455597e-05,-1.24743373793379e-05
rh_lateraloccipital-rh_superiorparietal,-4.22029489716225e-06,1.0475899084178e-05,-1.20689957984539e-05
rh_lateraloccipital-rh_superiortemporal,6.05518304948233e-06,3.71865690728581e-05,3.65605567750571e-05
rh_lateraloccipital-rh_supramarginal,3.43854221355371e-06,2.85430054703088e-05,2.20950199028049e-05
rh_lateraloccipital-rh_frontalpole,-1.85084295654749e-05,-1.8914352437551e-05,-2.67512385190805e-05
rh_lateraloccipital-rh_temporalpole,1.44666017738575e-06,2.3620999040113e-05,-1.20058492896966e-06
rh_lateraloccipital-rh_transversetemporal,-1.52657083249228e-05,-1.41133956515172e-05,-3.53721075588902e-05
rh_lateraloccipital-rh_insula,-4.68867368224377e-06,1.1036948697666e-05,-2.96280688740755e-06
rh_lateralorbitofrontal-rh_lingual,-4.56190640399992e-06,1.05206858618438e-05,-2.86180321611497e-05
rh_lateralorbitofrontal-rh_medialorbitofrontal,-1.66303529961039e-05,-1.35388924311908e-05,-2.15732616797528e-05
rh_lateralorbitofrontal-rh_middletemporal,-1.7080456849013e-05,-1.01094468534852e-05,7.69041692413059e-07
rh_lateralorbitofrontal-rh_parahippocampal,-1.34435928743837e-05,-1.65939710580717e-05,-3.81383590213523e-05
rh_lateralorbitofrontal-rh_paracentral,-1.59123148244793e-05,-5.41528535878557e-06,2.4407407436304e-06
rh_lateralorbitofrontal-rh_parsopercularis,-1.05250354225479e-05,2.74133193508772e-06,2.25217868633261e-05
rh_lateralorbitofrontal-rh_parsorbitalis,-9.92809110009043e-06,4.64230289075101e-06,2.40163739086965e-05
rh_lateralorbitofrontal-rh_parstriangularis,-1.16431032937602e-05,-6.1367632169459e-07,1.23788566733711e-05
rh_lateralorbitofrontal-rh_pericalcarine,2.3681871294827e-07,1.07647464711275e-05,-3.46343279569271e-05
rh_lateralorbitofrontal-rh_postcentral,-1.5360410940663e-05,-4.25070935682142e-06,-1.323464318952e-05
rh_lateralorbitofrontal-rh_posteriorcingulate,-7.48330127318089e-06,8.52583651884423e-06,1.59826218446944e-05
rh_lateralorbitofrontal-rh_precentral,-1.68618927511325e-05,-9.2496045549832e-06,-2.45657654928567e-06
rh_lateralorbitofrontal-rh_precuneus,-1.69509113491342e-05,-8.35265910905463e-06,-3.13594783666228e-06
rh_lateralorbitofrontal-rh_rostralanteriorcingulate,-2.10409177680953e-05,-1.6238162165572e-05,-1.28061300218976e-06
rh_lateralorbitofrontal-rh_rostralmiddlefrontal,-8.51496405551334e-06,6.86915897590746e-06,1.3134689555846e-05
rh_lateralorbitofrontal-rh_superiorfrontal,-1.53218932272296e-05,-7.97344844261767e-06,-3.94161486273919e-06
rh_lateralorbitofrontal-rh_superiorparietal,-6.23631220942232e-06,1.56448214262035e-05,2.12612497911672e-05
rh_lateralorbitofrontal-rh_superiortemporal,-1.67400324557927e-05,-7.37951445180434e-06,-5.41760446674247e-06
rh_lateralorbitofrontal-rh_supramarginal,-1.9191431602562e-05,-1.73411537812216e-05,-1.61641925170459e-05
rh_lateralorbitofrontal-rh_frontalpole,-2.0233970463365e-05,-1.91254732914244e-05,-2.06956176426978e-05
rh_lateralorbitofrontal-rh_temporalpole,-9.16709154073523e-07,1.81148290655313e-05,-3.99334660870967e-06
rh_lateralorbitofrontal-rh_transversetemporal,-1.77093375429053e-05,-1.34031638648075e-05,-8.59970219710217e-06
rh_lateralorbitofrontal-rh_insula,-8.42338558314797e-06,1.18159099970124e-06,-1.90919358472487e-05
rh_lingual-rh_medialorbitofrontal,-7.11144136344509e-06,1.23793203190337e-05,-1.09661442155298e-05
rh_lingual-rh_middletemporal,7.90388211603794e-07,2.57126519879818e-05,-6.21176521811352e-06
rh_lingual-rh_parahippocampal,-5.59386007845191e-06,2.86351786581803e-06,-2.33448879072793e-05
rh_lingual-rh_paracentral,-4.676405390717e-06,4.47818404996003e-06,-5.29899872606467e-05
rh_lingual-rh_parsopercularis,4.02255038098671e-06,2.8490336325519e-05,-2.19570131624237e-06
rh_lingual-rh_parsorbitalis,2.03762111305681e-06,2.62070005834172e-05,-2.06323696878593e-06
rh_lingual-rh_parstriangularis,4.98681167218254e-07,1.85283703545516e-05,-2.85490217743425e-05
rh_lingual-rh_pericalcarine,3.75396084483089e-06,1.43506927694437e-05,2.56980003610325e-05
rh_lingual-rh_postcentral,5.55298119050925e-07,1.70655384293159e-05,-1.81202863343959e-05
rh_lingual-rh_posteriorcingulate,-1.02216382817119e-05,-1.18177519443302e-06,-1.64130488669117e-05
rh_lingual-rh_precentral,7.12910197048945e-06,3.03468274330751e-05,-9.56542873990408e-06
rh_lingual-rh_precuneus,1.43985942228304e-06,2.33544829779157e-05,-4.43561767730434e-06
rh_lingual-rh_rostralanteriorcingulate,-1.77482535069975e-05,-1.49164181594033e-05,-3.75744887067401e-05
rh_lingual-rh_rostralmiddlefrontal,1.36501880942942e-06,2.42939900663202e-05,-9.16816592267207e-06
rh_lingual-rh_superiorfrontal,2.28357611215214e-07,2.17445850413456e-05,-2.10295756129244e-05
rh_lingual-rh_superiorparietal,3.14970570808563e-06,2.53563177267443e-05,-3.88585376893315e-06
rh_lingual-rh_superiortemporal,6.37675457961314e-06,3.98433877896668e-05,1.86177306735614e-05
rh_lingual-rh_supramarginal,5.79534873134076e-06,3.26676465479914e-05,9.34693514035834e-07
rh_lingual-rh_frontalpole,-9.6970327495028e-06,1.9907821467724e-06,-2.17754507895065e-05
rh_lingual-rh_temporalpole,1.27685469892387e-06,2.63125879321513e-05,-6.80204020330212e-06
rh_lingual-rh_transversetemporal,-9.18751984502826e-06,1.28847466036738e-06,-1.59078670204074e-05
rh_lingual-rh_insula,-5.42123697332189e-06,1.36972206258486e-05,-4.25840151621768e-06
rh_medialorbitofrontal-rh_middletemporal,-1.58130980650178e-05,-9.01447056322173e-06,-1.57624142604325e-05
rh_medialorbitofrontal-rh_parahippocampal,-1.46272605586088e-05,-1.1711801546524e-05,-2.34505818647549e-05
rh_medialorbitofrontal-rh_paracentral,-1.53254632873646e-05,-4.9648775306246e-06,4.16824030497553e-06
rh_medialorbitofrontal-rh_parsopercularis,-4.56745701778243e-06,1.1384921733515e-05,3.13632160138329e-05
rh_medialorbitofrontal-rh_parsorbitalis,-6.89906590839507e-07,1.9691222429144e-05,5.69366018458315e-05
rh_medialorbitofrontal-rh_parstriangularis,-7.67644886657397e-06,6.4501580156167e-06,3.15391518231289e-05
rh_medialorbitofrontal-rh_pericalcarine,-2.61056361412284e-06,1.30527871567085e-05,-5.70571733641902e-06
rh_medialorbitofrontal-rh_postcentral,-1.30116049721203e-05,6.88718284583896e-06,2.57724270162223e-05
rh_medialorbitofrontal-rh_posteriorcingulate,-1.8418421630212e-05,-9.4254561838037e-06,-1.66322818818052e-05
rh_medialorbitofrontal-rh_precentral,-1.02507533937319e-05,9.12697000968939e-06,3.11811302760065e-05
rh_medialorbitofrontal-rh_precuneus,-1.61085899827764e-05,-8.94783549240699e-06,5.26369369134928e-06
rh_medialorbitofrontal-rh_rostralanteriorcingulate,-2.54237704506909e-05,-2.66659859489474e-05,-3.16981533072908e-05
rh_medialorbitofrontal-rh_rostralmiddlefrontal,-2.14820105539058e-05,-1.98609071891648e-05,-2.63568382073518e-05
rh_medialorbitofrontal-rh_superiorfrontal,-9.44019235654737e-06,-2.68244679596493e-06,-5.50492349254676e-06
rh_medialorbitofrontal-rh_superiorparietal,-7.46561243541433e-06,1.58562590284926e-05,4.49595498585694e-05
rh_medialorbitofrontal-rh_superiortemporal,-2.62920056412532e-06,1.83948991587165e-05,3.48549191150773e-05
rh_medialorbitofrontal-rh_supramarginal,-1.07730166960333e-05,9.85216287123823e-07,2.28763597337208e-05
rh_medialorbitofrontal-rh_frontalpole,-6.14994573015068e-06,5.28044382371426e-06,3.625395472232e-05
rh_medialorbitofrontal-rh_temporalpole,6.77535517797979e-06,2.96473771175271e-05,1.27424848375046e-05
rh_medialorbitofrontal-rh_transversetemporal,-2.21811605374883e-05,-2.12149479748082e-05,-2.19330867985958e-05
rh_medialorbitofrontal-rh_insula,-1.22491096931803e-05,-5.58699093157788e-06,-3.24788917520695e-05
rh_middletemporal-rh_parahippocampal,-7.98663918628663e-06,2.28441916923237e-06,2.15328622917474e-07
rh_middletemporal-rh_paracentral,-1.48870468959576e-05,-9.18700979667842e-06,-1.04814490652466e-05
rh_middletemporal-rh_parsopercularis,-1.13082759448181e-05,-3.14169656607707e-07,5.16188390872595e-06
rh_middletemporal-rh_parsorbitalis,-4.4389590861479e-06,1.65680797145269e-05,4.97305684484342e-05
rh_middletemporal-rh_parstriangularis,1.0979656239616e-07,2.15818358495491e-05,4.63151012157758e-05
rh_middletemporal-rh_pericalcarine,3.40172427921739e-06,1.87415697934603e-05,-1.75186810717943e-05
rh_middletemporal-rh_postcentral,-8.04998173810903e-06,1.05281523151018e-05,8.7096551413326e-06
rh_middletemporal-rh_posteriorcingulate,-1.15699968822484e-05,7.21413526244607e-07,-3.09324963828877e-06
rh_middletemporal-rh_precentral,-1.47572786601978e-05,-5.74190964874328e-06,6.94245913264176e-06
rh_middletemporal-rh_precuneus,-1.0019389178151e-05,3.09139731803802e-07,-1.10424992486272e-05
rh_middletemporal-rh_rostralanteriorcingulate,-2.50147255189727e-05,-1.93456786005338e-05,-3.8096918484814e-06
rh_middletemporal-rh_rostralmiddlefrontal,-7.91749166033688e-07,1.63622025522095e-05,1.48699782098693e-05
rh_middletemporal-rh_superiorfrontal,-2.08581754950594e-05,-2.19018645891189e-05,-4.0161016284158e-05
rh_middletemporal-rh_superiorparietal,3.53387087610387e-06,3.43527371263649e-05,4.07410053593646e-05
rh_middletemporal-rh_superiortemporal,-2.23726388237261e-05,-2.62877246099248e-05,-5.40096289768175e-05
rh_middletemporal-rh_supramarginal,-1.5250833118668e-05,-1.04052561688893e-05,-8.41649571157064e-06
rh_middletemporal-rh_frontalpole,-1.43554084869393e-05,-6.37857692351247e-06,-3.34813477786712e-06
rh_middletemporal-rh_temporalpole,-7.62780547614037e-06,6.23195627606221e-07,-3.56667670921756e-05
rh_middletemporal-rh_transversetemporal,-1.71497609276339e-05,-1.7148473200824e-05,-2.34711403548504e-05
rh_middletemporal-rh_insula,-1.58669896787164e-05,-1.28189898896239e-05,-3.85853286253604e-05
rh_parahippocampal-rh_paracentral,-1.82346549133023e-05,-2.39458590656028e-05,-4.28264195864369e-05
rh_parahippocampal-rh_parsopercularis,-8.44037963468244e-06,6.94575859510611e-07,3.14081991968004e-06
rh_parahippocampal-rh_parsorbitalis,-6.72232074006198e-06,4.66137959004778e-06,8.13381410537295e-06
rh_parahippocampal-rh_parstriangularis,-6.78204999219093e-06,6.79569120217817e-06,2.53829817072334e-05
rh_parahippocampal-rh_pericalcarine,-2.38211221873693e-06,-1.63828351019878e-06,-4.28063272773058e-05
rh_parahippocampal-rh_postcentral,-9.58264670272756e-06,-8.7358652908777e-08,4.9149569293654e-06
rh_parahippocampal-rh_posteriorcingulate,-6.78645651088313e-06,6.9687282442698e-06,1.59745746414387e-05
rh_parahippocampal-rh_precentral,-6.59295676894733e-06,7.71026226966628e-06,2.48398636480192e-05
rh_parahippocampal-rh_precuneus,-1.44298508420159e-05,-1.48730535122522e-05,-2.12580338384297e-05
rh_parahippocampal-rh_rostralanteriorcingulate,-1.9163647761748e-05,-1.62657000563966e-05,-1.80324955018875e-05
rh_parahippocampal-rh_rostralmiddlefrontal,-7.70722653786865e-06,4.76627576260737e-07,-2.45594732920463e-06
rh_parahippocampal-rh_superiorfrontal,-1.04417202608647e-05,-5.6900683818641e-06,-2.45062184341034e-05
rh_parahippocampal-rh_superiorparietal,-5.17020136877016e-06,8.84315512548471e-06,2.04613106463298e-05
rh_parahippocampal-rh_superiortemporal,-3.91745622576e-06,1.47637830964191e-05,2.97277809699975e-05
rh_parahippocampal-rh_supramarginal,-7.53912894416615e-06,4.26922073809722e-06,1.61419134270256e-05
rh_parahippocampal-rh_frontalpole,-1.589605807867e-05,-1.02037012030664e-05,-1.26250229601345e-05
rh_parahippocampal-rh_temporalpole,-4.4067814271939e-06,1.17906853048982e-05,-1.77942217091742e-05
rh_parahippocampal-rh_transversetemporal,-1.35003164107909e-05,-9.49291812892396e-06,6.04272273595886e-06
rh_parahippocampal-rh_insula,-1.04744743516816e-05,-2.76214461956502e-06,-1.2076022085326e-05
rh_paracentral-rh_parsopercularis,-5.82614234674715e-06,1.1486589614533e-05,2.46316450665677e-05
rh_paracentral-rh_parsorbitalis,-1.00578619128968e-05,1.18189204743882e-06,1.38317099095784e-05
rh_paracentral-rh_parstriangularis,-9.63772471234003e-06,-5.99768707625521e-07,-3.45573223820209e-06
rh_paracentral-rh_pericalcarine,-1.99217863200992e-06,1.73340491040504e-06,-6.1166268640324e-05
rh_paracentral-rh_postcentral,-1.13427712309559e-05,-3.91810428389222e-06,-3.67718073740515e-05
rh_paracentral-rh_posteriorcingulate,-8.5486636843133e-06,7.04728108400945e-06,1.60002360261931e-05
rh_paracentral-rh_precentral,-9.25046897394817e-06,1.85021188129537e-06,-3.31416520442562e-06
rh_paracentral-rh_precuneus,-1.5432100440241e-05,-1.08478588688694e-05,-3.05245985905358e-05
rh_paracentral-rh_rostralanteriorcingulate,-2.21293302241845e-05,-1.57430900320615e-05,7.60793805994982e-06
rh_paracentral-rh_rostralmiddlefrontal,-1.61962914425093e-05,-1.09940022197705e-05,-2.66658431342203e-05
rh_paracentral-rh_superiorfrontal,-1.37031556415699e-05,-5.55995334604044e-06,1.77990923650128e-08
rh_paracentral-rh_superiorparietal,-4.36050184815023e-06,1.11944594644476e-05,-9.66452631782901e-07
rh_paracentral-rh_superiortemporal,-9.63452402973681e-07,2.01622416460553e-05,4.5968309311958e-05
rh_paracentral-rh_supramarginal,-1.17017511275948e-05,3.95306806874199e-09,9.22391276959724e-07
rh_paracentral-rh_frontalpole,-1.07646580144675e-05,1.70651335133476e-06,2.7575766146098e-05
rh_paracentral-rh_temporalpole,3.60518073606658e-06,3.15446580301448e-05,3.08655291921094e-05
rh_paracentral-rh_transversetemporal,-1.73409834376439e-05,-1.56872249016439e-05,-1.75894852582027e-05
rh_paracentral-rh_insula,-6.35160728612267e-06,1.23989160072964e-05,2.05978849408682e-05
rh_parsopercularis-rh_parsorbitalis,-1.03851260482983e-05,-3.77565495860033e-06,6.21205113524886e-06
rh_parsopercularis-rh_parstriangularis,-3.9861362091129e-06,5.26068053817905e-06,1.08353010375979e-05
rh_parsopercularis-rh_pericalcarine,7.04617491488565e-06,2.52131384651719e-05,-1.0735300740796e-05
rh_parsopercularis-rh_postcentral,-4.2017261655033e-06,1.51376110055275e-05,8.68524289691072e-06
rh_parsopercularis-rh_posteriorcingulate,1.56768594245815e-06,2.48933491263911e-05,4.4731608667759e-05
rh_parsopercularis-rh_precentral,-1.16130896637394e-05,-6.22478453323112e-06,-2.83189578451197e-06
rh_parsopercularis-rh_precuneus,-1.16013131079368e-06,1.8238168612006e-05,2.95876324006671e-05
rh_parsopercularis-rh_rostralanteriorcingulate,-1.52588334656379e-05,2.92863930742991e-06,4.67735114742714e-05
rh_parsopercularis-rh_rostralmiddlefrontal,-3.57661313680549e-06,8.00256126309265e-06,8.82956426306027e-06
rh_parsopercularis-rh_superiorfrontal,-1.67611392753796e-05,-1.04002286130924e-05,1.38804307255457e-06
rh_parsopercularis-rh_superiorparietal,5.03346974546782e-06,3.08339730048874e-05,4.09233485355212e-05
rh_parsopercularis-rh_superiortemporal,-7.00672510097088e-06,9.20370089753498e-06,2.09547284218956e-05
rh_parsopercularis-rh_supramarginal,-1.16368674398573e-05,-2.17922349448494e-06,9.00532151660791e-06
rh_parsopercularis-rh_frontalpole,-1.70615025871863e-05,-1.91009715536732e-05,-2.0631078859502e-05
rh_parsopercularis-rh_temporalpole,-2.62617971195799e-06,1.54850225233243e-05,-2.89496690071405e-07
rh_parsopercularis-rh_transversetemporal,-3.87007690594554e-06,6.04051502576759e-06,2.22931118451712e-05
rh_parsopercularis-rh_insula,8.21171426390696e-07,2.54524396324159e-05,4.79925818304242e-05
rh_parsorbitalis-rh_parstriangularis,-9.14977945026084e-06,-5.72347912541105e-06,5.64699859048507e-07
rh_parsorbitalis-rh_pericalcarine,5.79300679866738e-06,2.95506147998761e-05,1.87855960913365e-05
rh_parsorbitalis-rh_postcentral,-9.29479770136446e-06,5.62622996917898e-06,6.43957115852484e-06
rh_parsorbitalis-rh_posteriorcingulate,-1.04710953122232e-05,8.10362208792653e-06,1.61894408577332e-05
rh_parsorbitalis-rh_precentral,-1.15754911062587e-05,-8.43964156816285e-07,1.8125973539073e-05
rh_parsorbitalis-rh_precuneus,-6.16852493972802e-06,7.12820787411856e-06,2.29723502370859e-05
rh_parsorbitalis-rh_rostralanteriorcingulate,-2.01079323345152e-05,-9.82654743990452e-06,1.18600921845742e-05
rh_parsorbitalis-rh_rostralmiddlefrontal,-1.0544258969015e-05,-5.84842164618323e-07,1.45420347392174e-05
rh_parsorbitalis-rh_superiorfrontal,-1.479212979426e-05,-1.66772187028396e-05,-1.48093865794551e-05
rh_parsorbitalis-rh_superiorparietal,-5.09606381986026e-06,1.24834006865011e-05,2.00007897900186e-05
rh_parsorbitalis-rh_superiortemporal,-3.7053197431873e-06,1.07313381819039e-05,2.53747413116013e-05
rh_parsorbitalis-rh_supramarginal,-1.23626708276322e-05,-8.37917800407971e-07,3.00634335718861e-05
rh_parsorbitalis-rh_frontalpole,-2.15644054168572e-05,-3.82585955677636e-05,-6.65594050570727e-05
rh_parsorbitalis-rh_temporalpole,1.33633511427715e-06,1.4328602447012e-05,-2.0962009510669e-05
rh_parsorbitalis-rh_transversetemporal,-2.23848242930918e-05,-2.45954896016018e-05,-4.00861344533315e-05
rh_parsorbitalis-rh_insula,-5.67067413593736e-06,1.44500576614536e-05,1.19633439033153e-05
rh_parstriangularis-rh_pericalcarine,3.45941416161442e-06,1.61526581271442e-05,-2.93249296461705e-05
rh_parstriangularis-rh_postcentral,-9.26228699998551e-06,2.26401582523162e-06,-1.44315863303381e-05
rh_parstriangularis-rh_posteriorcingulate,-2.49656209944909e-06,1.85234970424218e-05,3.58299953357039e-05
rh_parstriangularis-rh_precentral,-4.79239333902645e-06,7.05658034101635e-06,2.37531411164375e-05
rh_parstriangularis-rh_precuneus,-8.57810699196078e-06,-6.34898696525478e-07,-8.6946465366036e-07
rh_parstriangularis-rh_rostralanteriorcingulate,-1.72575559375875e-05,-1.33437434361574e-06,3.90194538410736e-05
rh_parstriangularis-rh_rostralmiddlefrontal,-1.52174348031206e-05,-1.84421067323778e-05,-3.11123701641537e-05
rh_parstriangularis-rh_superiorfrontal,-1.13749251866217e-05,-6.08633210032238e-06,3.12638091978534e-06
rh_parstriangularis-rh_superiorparietal,-6.71106397523028e-06,2.52802139132356e-06,-1.32438923533298e-05
rh_parstriangularis-rh_superiortemporal,8.77378477335354e-06,4.11605500836956e-05,8.2921345531898e-05
rh_parstriangularis-rh_supramarginal,-8.51134133090809e-06,-1.86134222642371e-06,5.01926138197389e-06
rh_parstriangularis-rh_frontalpole,-2.0123628351263e-05,-2.88109823263729e-05,-4.19650744011488e-05
rh_parstriangularis-rh_temporalpole,4.0554565502115e-06,2.71909418915231e-05,1.30156103201224e-05
rh_parstriangularis-rh_transversetemporal,-1.36016101749651e-05,-1.0840226452012e-05,-1.05909494852248e-05
rh_parstriangularis-rh_insula,2.62530643690376e-06,2.80053862090924e-05,4.40216032284303e-05
rh_pericalcarine-rh_postcentral,2.70506106867957e-06,7.33889547296188e-06,-3.86542080999648e-05
rh_pericalcarine-rh_posteriorcingulate,-4.13361368119124e-06,-1.26679563463491e-07,-2.70867059910661e-05
rh_pericalcarine-rh_precentral,8.75490068051822e-06,2.54592496590943e-05,-1.94706998510817e-05
rh_pericalcarine-rh_precuneus,3.71398402335447e-06,1.41337941427114e-05,-2.75000666415889e-05
rh_pericalcarine-rh_rostralanteriorcingulate,-9.18739920864327e-06,-8.06261176215597e-06,-4.27668085710953e-05
rh_pericalcarine-rh_rostralmiddlefrontal,5.40919588232155e-06,2.24377474286407e-05,-8.70893063085715e-06
rh_pericalcarine-rh_superiorfrontal,3.81979059112058e-06,2.08825748023097e-05,-1.65530301121156e-05
rh_pericalcarine-rh_superiorparietal,3.73727850914978e-06,1.11769673050524e-05,-3.245875510364e-05
rh_pericalcarine-rh_superiortemporal,6.52302455482771e-06,2.59165199226352e-05,-1.06866186885706e-05
