Row,Component_1,Component_2
lh_entorhinal-rh_precentral,-4.44435711381698e-06,-5.4133683176697e-06
lh_entorhinal-rh_precuneus,1.40768274810456e-06,4.32318724586714e-07
lh_entorhinal-rh_rostralanteriorcingulate,-3.04983846259833e-05,-4.88612311040402e-05
lh_entorhinal-rh_rostralmiddlefrontal,3.33041574676108e-06,-1.29753481122319e-06
lh_entorhinal-rh_superiorfrontal,-6.75751670671636e-06,-2.57307879695286e-05
lh_entorhinal-rh_superiorparietal,1.98558524732599e-05,3.56702638227202e-05
lh_entorhinal-rh_superiortemporal,-1.51194779339434e-05,-2.87722815742615e-05
lh_entorhinal-rh_supramarginal,-6.17237279986985e-06,-7.91617689670746e-06
lh_entorhinal-rh_frontalpole,3.01794739238346e-05,8.47924406256909e-05
lh_entorhinal-rh_temporalpole,1.74540798292804e-05,4.26466452257949e-05
lh_entorhinal-rh_transversetemporal,-2.34847618965587e-05,-5.40960079590984e-05
lh_entorhinal-rh_insula,-2.10907588755708e-05,-5.61752242958347e-05
lh_fusiform-lh_inferiorparietal,-5.92857747441446e-06,2.49790239931478e-05
lh_fusiform-lh_inferiortemporal,-2.76961910473747e-05,-4.4160996618274e-05
lh_fusiform-lh_isthmuscingulate,3.56774729733207e-06,6.74302974766373e-06
lh_fusiform-lh_lateraloccipital,2.03044221916211e-05,3.95139653022883e-05
lh_fusiform-lh_lateralorbitofrontal,-1.37051493263575e-05,2.60294661350604e-05
lh_fusiform-lh_lingual,1.84870155540897e-05,2.18640386337567e-06
lh_fusiform-lh_medialorbitofrontal,-2.1416622417009e-05,-1.78707328888413e-05
lh_fusiform-lh_middletemporal,-1.49027754728497e-05,7.37734503050227e-06
lh_fusiform-lh_parahippocampal,-1.34249548981036e-05,-5.51610302068302e-06
lh_fusiform-lh_paracentral,-8.45163471342397e-06,2.21278600884067e-05
lh_fusiform-lh_parsopercularis,-1.05848322737352e-05,1.95461904832718e-05
lh_fusiform-lh_parsorbitalis,-5.14002698114742e-06,3.11429225934028e-05
lh_fusiform-lh_parstriangularis,-1.46731334439019e-05,1.67856144596771e-06
lh_fusiform-lh_pericalcarine,2.78914655414858e-05,-7.18150067227134e-06
lh_fusiform-lh_postcentral,6.93022456311654e-06,4.50918839465599e-05
lh_fusiform-lh_posteriorcingulate,-1.14969003406083e-05,1.55438541722711e-05
lh_fusiform-lh_precentral,-1.18397126925e-05,3.38589297549261e-05
lh_fusiform-lh_precuneus,-1.75968986048385e-05,-2.16320284176945e-05
lh_fusiform-lh_rostralanteriorcingulate,-3.38430659753657e-05,-3.14795694898328e-05
lh_fusiform-lh_rostralmiddlefrontal,-1.25087277930553e-05,-1.80939982713336e-05
lh_fusiform-lh_superiorfrontal,-1.25743970672838e-05,5.25822551762822e-07
lh_fusiform-lh_superiorparietal,3.05504166550361e-06,1.42222916646459e-05
lh_fusiform-lh_superiortemporal,-3.04643304497351e-05,-4.53862889369093e-05
lh_fusiform-lh_supramarginal,-2.68353179574782e-05,-3.14289318484707e-05
lh_fusiform-lh_frontalpole,-5.00226450502101e-06,1.88880227262189e-05
lh_fusiform-lh_temporalpole,-8.72803428019691e-06,-3.08194468050713e-05
lh_fusiform-lh_transversetemporal,-4.5905350165477e-06,2.97362466217315e-05
lh_fusiform-lh_insula,-1.70438554259007e-05,-2.22740873221582e-05
lh_fusiform-rh_bankssts,-1.82615700111202e-05,2.01973775864106e-06
lh_fusiform-rh_caudalanteriorcingulate,2.10984993778306e-06,4.83445924203221e-05
lh_fusiform-rh_caudalmiddlefrontal,-1.1471077616248e-05,6.89080106018601e-06
lh_fusiform-rh_cuneus,2.59110083574492e-05,-8.8941168100015e-06
lh_fusiform-rh_entorhinal,-1.93762886699179e-05,-4.96728010190257e-05
lh_fusiform-rh_fusiform,-1.64845847214233e-05,-2.63055515509574e-06
lh_fusiform-rh_inferiorparietal,-1.72504332763876e-05,-1.00168302866234e-05
lh_fusiform-rh_inferiortemporal,-2.46540230907571e-05,-2.8507900235532e-05
lh_fusiform-rh_isthmuscingulate,-3.39447749998513e-06,-2.81896245666576e-05
lh_fusiform-rh_lateraloccipital,1.46464183829849e-05,1.68360780512149e-05
lh_fusiform-rh_lateralorbitofrontal,-1.13412894171642e-05,2.91962853870778e-05
lh_fusiform-rh_lingual,2.40940984536638e-05,9.05087466708008e-06
lh_fusiform-rh_medialorbitofrontal,-2.03972816374808e-05,-2.12037202908811e-05
lh_fusiform-rh_middletemporal,-2.06832406799712e-05,-6.42232409976128e-06
lh_fusiform-rh_parahippocampal,-8.59745792820898e-06,6.62921334827469e-06
lh_fusiform-rh_paracentral,-9.49610354397644e-06,1.33897247943398e-05
lh_fusiform-rh_parsopercularis,-1.02973819899331e-05,2.11719171655728e-05
lh_fusiform-rh_parsorbitalis,-6.39045339533736e-06,2.43423278870441e-05
lh_fusiform-rh_parstriangularis,-8.928455629287e-06,9.51464204027773e-06
lh_fusiform-rh_pericalcarine,3.02132651523149e-05,-1.51656664173467e-05
lh_fusiform-rh_postcentral,9.27546147517114e-06,3.71937983326029e-05
lh_fusiform-rh_posteriorcingulate,-1.02013339865097e-05,5.94158256453762e-06
lh_fusiform-rh_precentral,-1.46794819530009e-05,9.53185508889384e-06
lh_fusiform-rh_precuneus,-1.4266752113214e-05,-1.05382399357404e-05
lh_fusiform-rh_rostralanteriorcingulate,-2.67108213704929e-05,-6.01039723648076e-06
lh_fusiform-rh_rostralmiddlefrontal,-5.00879692407712e-06,-1.37981790839607e-05
lh_fusiform-rh_superiorfrontal,-1.23198042055122e-05,6.43995455847766e-06
lh_fusiform-rh_superiorparietal,7.46497698394661e-06,1.73911942416096e-05
lh_fusiform-rh_superiortemporal,-2.74414147901221e-05,-2.36827083953115e-05
lh_fusiform-rh_supramarginal,-2.8380212319206e-05,-3.4455626345255e-05
lh_fusiform-rh_frontalpole,-8.33060479484122e-06,8.8680749557649e-06
lh_fusiform-rh_temporalpole,2.30860660233875e-06,-1.16066430346532e-06
lh_fusiform-rh_transversetemporal,-2.19224058224781e-05,-2.30949630335114e-05
lh_fusiform-rh_insula,-1.38547990107884e-05,-2.67164149932549e-06
lh_inferiorparietal-lh_inferiortemporal,-1.48818823325675e-05,2.46985743489928e-07
lh_inferiorparietal-lh_isthmuscingulate,3.10519451888077e-06,-4.5955877771163e-06
lh_inferiorparietal-lh_lateraloccipital,1.70916515128557e-05,9.1250911476163e-06
lh_inferiorparietal-lh_lateralorbitofrontal,-2.21315792811235e-05,-1.75668808107854e-05
lh_inferiorparietal-lh_lingual,1.58317468398766e-05,-2.43861956743253e-05
lh_inferiorparietal-lh_medialorbitofrontal,-2.12538766869554e-05,1.31765650089557e-06
lh_inferiorparietal-lh_middletemporal,3.2103776957797e-06,5.61202842388512e-05
lh_inferiorparietal-lh_parahippocampal,-1.34391429870887e-05,5.10863126403e-06
lh_inferiorparietal-lh_paracentral,-1.28157714208823e-05,-1.26896384804576e-05
lh_inferiorparietal-lh_parsopercularis,-7.46984299732869e-07,1.31822380571475e-05
lh_inferiorparietal-lh_parsorbitalis,-2.45275799219493e-05,-1.63402541274938e-05
lh_inferiorparietal-lh_parstriangularis,-2.46208890613258e-05,-2.58086467770494e-05
lh_inferiorparietal-lh_pericalcarine,2.7978057459888e-05,-1.38777650282157e-05
lh_inferiorparietal-lh_postcentral,5.83329009381553e-06,3.28157930974962e-05
lh_inferiorparietal-lh_posteriorcingulate,-4.11918822266139e-06,3.59996165946187e-05
lh_inferiorparietal-lh_precentral,3.10510984484116e-06,1.763845153171e-05
lh_inferiorparietal-lh_precuneus,-3.33271787946775e-05,-7.96306569998399e-05
lh_inferiorparietal-lh_rostralanteriorcingulate,-2.07120647645882e-05,1.44475647585495e-05
lh_inferiorparietal-lh_rostralmiddlefrontal,-3.43803909566899e-05,-6.02939621187816e-05
lh_inferiorparietal-lh_superiorfrontal,5.15607599598074e-06,3.75132459653612e-05
lh_inferiorparietal-lh_superiorparietal,-1.01471630319531e-05,-3.36016218109799e-05
lh_inferiorparietal-lh_superiortemporal,3.83195627062576e-06,2.9981687805473e-05
lh_inferiorparietal-lh_supramarginal,-2.53191390733555e-05,-4.52177111013647e-05
lh_inferiorparietal-lh_frontalpole,-2.20512552629332e-05,-1.82306248561386e-05
lh_inferiorparietal-lh_temporalpole,9.56796830730199e-06,8.82345707886083e-06
lh_inferiorparietal-lh_transversetemporal,-7.24023127404989e-06,4.92029015107364e-06
lh_inferiorparietal-lh_insula,6.68623596160141e-06,4.95794290390612e-07
lh_inferiorparietal-rh_bankssts,-1.17882781470023e-05,8.71839134237308e-06
lh_inferiorparietal-rh_caudalanteriorcingulate,1.2639757656575e-07,5.73137091636159e-05
lh_inferiorparietal-rh_caudalmiddlefrontal,-1.59033002346794e-05,-2.05375840148673e-05
lh_inferiorparietal-rh_cuneus,2.83615655481859e-05,-1.55724669966722e-05
lh_inferiorparietal-rh_entorhinal,-3.55197021889064e-07,1.98176602559237e-06
lh_inferiorparietal-rh_fusiform,-3.76359901841486e-06,3.10081840168477e-05
lh_inferiorparietal-rh_inferiorparietal,-2.96196079329976e-05,-2.9610760572196e-05
lh_inferiorparietal-rh_inferiortemporal,-1.62705192818337e-05,-6.714300850293e-06
lh_inferiorparietal-rh_isthmuscingulate,-4.20580354051195e-07,-2.31699258779082e-05
lh_inferiorparietal-rh_lateraloccipital,1.53584447254117e-05,-4.80394903718975e-06
lh_inferiorparietal-rh_lateralorbitofrontal,-1.35316518615443e-05,2.06736146570015e-05
lh_inferiorparietal-rh_lingual,3.00963447950867e-05,1.16292845505554e-05
lh_inferiorparietal-rh_medialorbitofrontal,-1.60140990324365e-05,2.59130431471683e-05
lh_inferiorparietal-rh_middletemporal,-4.48706718865224e-06,3.46878300353725e-05
lh_inferiorparietal-rh_parahippocampal,-2.04315594415406e-05,-1.82380833817053e-05
lh_inferiorparietal-rh_paracentral,-1.0200583393879e-05,5.99364640646107e-07
lh_inferiorparietal-rh_parsopercularis,-1.16261281850764e-05,-1.13711600058306e-05
lh_inferiorparietal-rh_parsorbitalis,-2.6424862313859e-05,-1.632947884186e-05
lh_inferiorparietal-rh_parstriangularis,-2.54514475155424e-05,-3.08633594549162e-05
lh_inferiorparietal-rh_pericalcarine,3.32937688099436e-05,-9.65356061406247e-06
lh_inferiorparietal-rh_postcentral,1.07829836384834e-05,3.07781488685541e-05
lh_inferiorparietal-rh_posteriorcingulate,-4.50008046205842e-06,2.62244008574441e-05
lh_inferiorparietal-rh_precentral,-9.42137018189994e-06,-1.00301655221244e-06
lh_inferiorparietal-rh_precuneus,-2.62679745774247e-05,-5.88487269634652e-05
lh_inferiorparietal-rh_rostralanteriorcingulate,-2.29057698580681e-05,3.64216056380183e-06
lh_inferiorparietal-rh_rostralmiddlefrontal,-2.95656867094555e-05,-4.59023387365367e-05
lh_inferiorparietal-rh_superiorfrontal,-3.55123291361751e-06,3.17629076468466e-05
lh_inferiorparietal-rh_superiorparietal,-2.85159337411987e-06,-2.01158318722217e-05
lh_inferiorparietal-rh_superiortemporal,-5.60303097852892e-06,8.43540382656518e-06
lh_inferiorparietal-rh_supramarginal,-3.26217870625699e-05,-5.11267530075188e-05
lh_inferiorparietal-rh_frontalpole,-3.24197449786333e-05,-3.77120339560241e-05
lh_inferiorparietal-rh_temporalpole,1.62323533577002e-05,2.50567723588579e-05
lh_inferiorparietal-rh_transversetemporal,-2.11346860631808e-05,-2.19773939066693e-05
lh_inferiorparietal-rh_insula,7.7680993238302e-06,1.65902940941362e-05
lh_inferiortemporal-lh_isthmuscingulate,1.38134574898401e-06,-1.44200250563011e-05
lh_inferiortemporal-lh_lateraloccipital,1.79652809998155e-05,2.96747896696379e-05
lh_inferiortemporal-lh_lateralorbitofrontal,-1.74528604210065e-05,2.18513542953709e-05
lh_inferiortemporal-lh_lingual,1.03382529237994e-05,-2.81099871521734e-05
lh_inferiortemporal-lh_medialorbitofrontal,-2.21042683369745e-05,-2.40594064895412e-05
lh_inferiortemporal-lh_middletemporal,-2.55412227592188e-05,-1.7408995048574e-05
lh_inferiortemporal-lh_parahippocampal,-1.42834389457744e-05,-2.10562541200426e-05
lh_inferiortemporal-lh_paracentral,-1.36256786769287e-05,8.09808469372962e-06
lh_inferiortemporal-lh_parsopercularis,-1.88452173108991e-05,8.97439218314504e-06
lh_inferiortemporal-lh_parsorbitalis,-4.6313224612302e-06,4.130686567568e-05
lh_inferiortemporal-lh_parstriangularis,-1.93297669241068e-05,-1.22538250566404e-05
lh_inferiortemporal-lh_pericalcarine,2.42650467456743e-05,-2.10845576265154e-05
lh_inferiortemporal-lh_postcentral,4.84825157357175e-07,1.58949218510676e-05
lh_inferiortemporal-lh_posteriorcingulate,-2.21171705508835e-05,-2.08210116573531e-05
lh_inferiortemporal-lh_precentral,-2.2781175298543e-05,6.99320955929947e-06
lh_inferiortemporal-lh_precuneus,-2.4931827641072e-05,-4.30206573244058e-05
lh_inferiortemporal-lh_rostralanteriorcingulate,-3.24754010062722e-05,-2.39255995670026e-05
lh_inferiortemporal-lh_rostralmiddlefrontal,-1.7694573102825e-05,-2.82506598896287e-05
lh_inferiortemporal-lh_superiorfrontal,-2.50739500147885e-05,-1.33387079322667e-05
lh_inferiortemporal-lh_superiorparietal,-2.80956473301133e-06,-8.9131340122929e-06
lh_inferiortemporal-lh_superiortemporal,-2.70434777676242e-05,-2.69396067723211e-05
lh_inferiortemporal-lh_supramarginal,-3.36766129834123e-05,-4.23007032975113e-05
lh_inferiortemporal-lh_frontalpole,-3.10959141614443e-06,2.7386962113047e-05
lh_inferiortemporal-lh_temporalpole,-2.57434988496053e-06,-1.1271506986753e-05
lh_inferiortemporal-lh_transversetemporal,-1.46358289883047e-05,-5.17464395686692e-06
lh_inferiortemporal-lh_insula,-1.1201177245745e-05,-2.39855330323354e-05
lh_inferiortemporal-rh_bankssts,-2.23924533664755e-05,-1.67959404499506e-05
lh_inferiortemporal-rh_caudalanteriorcingulate,-4.40815461702713e-06,2.84159906843004e-05
lh_inferiortemporal-rh_caudalmiddlefrontal,-1.66361485366078e-05,1.58416502388619e-06
lh_inferiortemporal-rh_cuneus,2.43376112108381e-05,-2.52819734966283e-05
lh_inferiortemporal-rh_entorhinal,-1.32084258113315e-05,-2.14673164358635e-05
lh_inferiortemporal-rh_fusiform,-2.87311334569304e-05,-4.78689890599236e-05
lh_inferiortemporal-rh_inferiorparietal,-2.06285081756403e-05,-1.58187667944518e-05
lh_inferiortemporal-rh_inferiortemporal,-2.46481587969913e-05,-6.70066684033806e-06
lh_inferiortemporal-rh_isthmuscingulate,4.70000549232299e-06,-8.55406810525557e-06
lh_inferiortemporal-rh_lateraloccipital,1.21221384217729e-05,7.80534196193627e-06
lh_inferiortemporal-rh_lateralorbitofrontal,-1.01261787413215e-05,3.49585877624202e-05
lh_inferiortemporal-rh_lingual,1.97741341469177e-05,-1.02026834715852e-05
lh_inferiortemporal-rh_medialorbitofrontal,-2.1997763279357e-05,-2.81246815282585e-05
lh_inferiortemporal-rh_middletemporal,-2.20144235922114e-05,7.03312596224062e-06
lh_inferiortemporal-rh_parahippocampal,-1.52687991074353e-05,-2.54788527863227e-05
lh_inferiortemporal-rh_paracentral,-1.62626506770327e-05,-6.90576490801526e-06
lh_inferiortemporal-rh_parsopercularis,-1.66202400054573e-05,7.17767405360213e-06
lh_inferiortemporal-rh_parsorbitalis,-2.95215836434731e-06,3.86261322226997e-05
lh_inferiortemporal-rh_parstriangularis,-6.84202601731822e-06,1.71010513547831e-05
lh_inferiortemporal-rh_pericalcarine,2.91308276465905e-05,-1.76681235837859e-05
lh_inferiortemporal-rh_postcentral,6.19112073273427e-06,1.99434661767123e-05
lh_inferiortemporal-rh_posteriorcingulate,-1.91926861873293e-05,-1.99090960865043e-05
lh_inferiortemporal-rh_precentral,-2.34264052342157e-05,-1.39019652783915e-05
lh_inferiortemporal-rh_precuneus,-1.65190812063629e-05,-1.75162521899607e-05
lh_inferiortemporal-rh_rostralanteriorcingulate,-3.18358077432838e-05,-2.4876706194689e-05
lh_inferiortemporal-rh_rostralmiddlefrontal,-5.38991429568538e-06,-9.22731431095232e-06
lh_inferiortemporal-rh_superiorfrontal,-2.56067613351193e-05,-2.02232963223951e-05
lh_inferiortemporal-rh_superiorparietal,3.44349947918422e-06,-4.33422701991414e-07
lh_inferiortemporal-rh_superiortemporal,-2.48597439129234e-05,-1.03664975292419e-05
lh_inferiortemporal-rh_supramarginal,-2.93392234993921e-05,-2.57385031548392e-05
lh_inferiortemporal-rh_frontalpole,-2.52972729486456e-06,3.26725383585297e-05
lh_inferiortemporal-rh_temporalpole,1.05361427770084e-05,2.667433619859e-05
lh_inferiortemporal-rh_transversetemporal,-3.39637504647525e-05,-6.27330873990909e-05
lh_inferiortemporal-rh_insula,-1.03670158167784e-05,-1.06292027338823e-05
lh_isthmuscingulate-lh_lateraloccipital,-7.30002129832619e-06,-1.91595037170591e-05
lh_isthmuscingulate-lh_lateralorbitofrontal,3.11025352806025e-06,-7.1852228405979e-07
lh_isthmuscingulate-lh_lingual,-1.27622894201247e-05,-4.9797277627007e-05
lh_isthmuscingulate-lh_medialorbitofrontal,-9.83500845914839e-06,-2.99092616849225e-05
lh_isthmuscingulate-lh_middletemporal,5.86242340902622e-06,5.47328954197499e-06
lh_isthmuscingulate-lh_parahippocampal,-1.09511589257909e-07,2.83163563184357e-06
lh_isthmuscingulate-lh_paracentral,-9.84704746967541e-06,-3.28541096075721e-05
lh_isthmuscingulate-lh_parsopercularis,9.92052593783494e-06,9.68419260511292e-06
lh_isthmuscingulate-lh_parsorbitalis,-1.56716186768528e-06,-1.3083923148393e-05
lh_isthmuscingulate-lh_parstriangularis,4.17882610424222e-06,-2.75900407831547e-06
lh_isthmuscingulate-lh_pericalcarine,1.30947827107163e-05,-8.24870079535663e-06
lh_isthmuscingulate-lh_postcentral,-4.04915097451955e-06,-2.2780665517427e-05
lh_isthmuscingulate-lh_posteriorcingulate,-3.22151653153298e-05,-8.66295293373363e-05
lh_isthmuscingulate-lh_precentral,1.12163947033657e-06,-2.64668804109977e-05
lh_isthmuscingulate-lh_precuneus,1.80282930181405e-06,1.83977696999508e-06
lh_isthmuscingulate-lh_rostralanteriorcingulate,-1.00384632024072e-06,3.63774805130874e-05
lh_isthmuscingulate-lh_rostralmiddlefrontal,6.17564904477055e-06,-1.38254764090132e-05
lh_isthmuscingulate-lh_superiorfrontal,1.54672895454746e-05,1.11851252498134e-05
lh_isthmuscingulate-lh_superiorparietal,4.98919682895427e-06,1.98752012692199e-06
lh_isthmuscingulate-lh_superiortemporal,-3.51822648864509e-07,-2.41083069450793e-05
lh_isthmuscingulate-lh_supramarginal,2.44959382995639e-06,-1.52123573813452e-05
lh_isthmuscingulate-lh_frontalpole,-1.32131344192662e-05,-3.59550461748869e-05
lh_isthmuscingulate-lh_temporalpole,6.19746947026974e-06,-6.65838371179378e-06
lh_isthmuscingulate-lh_transversetemporal,-1.62123058546675e-05,-2.13555659913647e-05
lh_isthmuscingulate-lh_insula,-3.47215347984733e-07,-1.02780911494645e-05
lh_isthmuscingulate-rh_bankssts,-3.54312687117342e-06,6.75769034512912e-06
lh_isthmuscingulate-rh_caudalanteriorcingulate,-1.15934646884523e-05,5.67059522477456e-06
lh_isthmuscingulate-rh_caudalmiddlefrontal,7.14207966884652e-06,-3.10010164630685e-06
lh_isthmuscingulate-rh_cuneus,-2.20300093444834e-07,-4.39625154172342e-05
lh_isthmuscingulate-rh_entorhinal,5.7115969893541e-06,1.12557652553186e-05
lh_isthmuscingulate-rh_fusiform,-8.65336709627842e-07,5.04953061836472e-06
lh_isthmuscingulate-rh_inferiorparietal,8.69865737162191e-07,-7.28183410029761e-06
lh_isthmuscingulate-rh_inferiortemporal,3.53280522398526e-06,6.45150200160255e-07
lh_isthmuscingulate-rh_isthmuscingulate,-1.37136908982877e-05,-3.84813202226311e-05
lh_isthmuscingulate-rh_lateraloccipital,-6.77749168685354e-06,-9.09820830620133e-06
lh_isthmuscingulate-rh_lateralorbitofrontal,3.40454258025209e-08,3.56307372373817e-06
lh_isthmuscingulate-rh_lingual,-6.30365513630948e-06,-3.26273056883225e-05
lh_isthmuscingulate-rh_medialorbitofrontal,-7.40712480692017e-06,-1.29507534392048e-05
lh_isthmuscingulate-rh_middletemporal,9.24922549465823e-07,6.72858862944633e-08
lh_isthmuscingulate-rh_parahippocampal,-1.0637463435576e-05,-2.90644056184966e-05
lh_isthmuscingulate-rh_paracentral,-1.62136760877324e-05,-5.19172085630161e-05
lh_isthmuscingulate-rh_parsopercularis,2.61757635508659e-06,-7.6103174483366e-06
lh_isthmuscingulate-rh_parsorbitalis,2.58090039164558e-06,1.08968653311474e-05
lh_isthmuscingulate-rh_parstriangularis,3.94355203088728e-06,-5.21245924288537e-06
lh_isthmuscingulate-rh_pericalcarine,1.30328609964391e-05,-2.32091825269857e-05
lh_isthmuscingulate-rh_postcentral,-8.56528066909624e-06,-3.20802965078425e-05
lh_isthmuscingulate-rh_posteriorcingulate,-2.33049213614958e-05,-4.77848399350189e-05
lh_isthmuscingulate-rh_precentral,-7.01589115959613e-06,-4.82864950164273e-05
lh_isthmuscingulate-rh_precuneus,-3.10905196430597e-06,-9.90302439765128e-06
lh_isthmuscingulate-rh_rostralanteriorcingulate,-1.03742836370095e-05,5.89754855469282e-07
lh_isthmuscingulate-rh_rostralmiddlefrontal,4.72149599190896e-06,-1.16552105387925e-05
lh_isthmuscingulate-rh_superiorfrontal,1.39253532813105e-05,1.99898390725393e-05
lh_isthmuscingulate-rh_superiorparietal,3.35765609343878e-06,-1.22311963424034e-06
lh_isthmuscingulate-rh_superiortemporal,1.85350172749119e-06,1.30242339626534e-06
lh_isthmuscingulate-rh_supramarginal,1.38664000745102e-06,-1.09326955561907e-05
lh_isthmuscingulate-rh_frontalpole,-2.12322373955854e-05,-5.19214664490024e-05
lh_isthmuscingulate-rh_temporalpole,1.14391747457207e-05,7.19745926329568e-06
lh_isthmuscingulate-rh_transversetemporal,-2.49265076773926e-05,-3.78528089784813e-05
lh_isthmuscingulate-rh_insula,-8.98345915043117e-06,-2.89006534609258e-05
lh_lateraloccipital-lh_lateralorbitofrontal,1.03303552792054e-05,9.36762250370794e-06
lh_lateraloccipital-lh_lingual,-1.39663919583354e-05,-7.27883919291107e-05
lh_lateraloccipital-lh_medialorbitofrontal,-8.73518627929676e-07,7.18979006557477e-06
lh_lateraloccipital-lh_middletemporal,2.94538885985555e-05,5.47341973964548e-05
lh_lateraloccipital-lh_parahippocampal,-3.6910405208969e-07,8.32938682386063e-06
