,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
lh_caudalmiddlefrontal-lh_precuneus,0.014047249945918237,-0.014747042042594133,0.010420999204697232,0.005083312325649663,-0.0040545807253104344,0.014918506364904407,0.01852498328450531
lh_caudalmiddlefrontal-lh_rostralanteriorcingulate,-0.017615956292977096,-0.020846364321972514,0.03764182548959184,0.025443880113369437,0.016317458006507437,-0.0011484225797165962,-0.00923626510686255
lh_caudalmiddlefrontal-lh_rostralmiddlefrontal,0.013468961770892272,-0.0018687614224987884,0.01735742310420693,-0.005347291901451461,0.0001136944402464894,0.009762753440055191,0.019958166212694698
lh_caudalmiddlefrontal-lh_superiorfrontal,0.005192708497222161,-0.008047970555953967,0.034554016550173636,0.003694096650951513,0.008391254814438984,-0.0022919171873443927,-0.023211830895355515
lh_caudalmiddlefrontal-lh_superiorparietal,0.026703281726907183,-0.01008525895832219,0.00499458967888633,-0.001243003415075955,-0.01990216554654514,0.019625748875334033,0.03398516897858304
lh_caudalmiddlefrontal-lh_superiortemporal,0.0045794316078643735,-0.013617835548781296,0.024429987839626795,-0.013737571520664082,-0.003024611668690746,0.00977333248233003,-0.01588628071137107
lh_caudalmiddlefrontal-lh_supramarginal,-0.014515238532934448,-0.0309697751786635,-0.0005310622439443888,-0.015615326043851402,0.009378611418662757,0.019388476519837515,0.012665635324624972
lh_caudalmiddlefrontal-lh_frontalpole,0.00993597783260991,-0.013812980778470646,0.016374535007975012,-0.017378737921087534,0.022782435769161852,0.02964099073778436,-0.016263625830834835
lh_caudalmiddlefrontal-lh_temporalpole,0.013636542114382444,-0.011483499593424039,0.021093418482529814,-0.022459140759977323,0.004336948577700525,-0.004769812084631509,0.0103434630220917
lh_caudalmiddlefrontal-lh_transversetemporal,0.020332074064183144,-0.0018013108037229443,0.0106555536671673,0.015601154465043326,0.020131690043032148,-0.010767747636767949,-0.019211260752676266
lh_caudalmiddlefrontal-lh_insula,0.023248469392101054,0.01260953148007559,0.038611577959657466,0.027034033307717285,-0.010736942350556063,-0.0009676532067844237,-0.0035010413371976924
lh_caudalmiddlefrontal-rh_bankssts,0.0007053752097027901,-0.004782896897090798,0.018975477656017578,-0.0006368266806308185,0.02078986149130252,0.025410341948167072,-0.01633893938556695
lh_caudalmiddlefrontal-rh_caudalanteriorcingulate,0.0011000970287693738,0.007623147833184285,0.032205966985543226,-0.013267559936738128,0.024773480418588376,-0.03909079420105618,0.046652571624224405
lh_caudalmiddlefrontal-rh_caudalmiddlefrontal,-0.011347143499390082,-0.017456385252376392,0.017224609090309158,0.021499263837149455,0.023244055812019382,0.02034663975454431,0.02115567120867992
lh_caudalmiddlefrontal-rh_cuneus,0.05215953895622218,-0.020959914687954304,-0.029485943935653118,-0.013783100408768893,-0.005031407540149506,-0.02349920182464593,0.014269547158114472
lh_caudalmiddlefrontal-rh_entorhinal,0.0049570824730898345,-0.01074440525599824,0.011693241120473333,-0.013593105827656788,0.01502118077309783,0.013531213705666456,-0.010357014153261906
lh_caudalmiddlefrontal-rh_fusiform,0.00036891755389962605,-0.009642585513098528,0.033577964585306756,0.03353919824985601,-0.018158133738013834,-0.0007078356826834906,0.010838167600356241
lh_caudalmiddlefrontal-rh_inferiorparietal,-0.0026271368469318874,-0.020889558409301474,8.946054522723145e-05,-0.008747485390869529,0.006685411431405008,0.007913246455837613,0.04221156420743412
lh_caudalmiddlefrontal-rh_inferiortemporal,-0.008916061848646363,-0.014930327034410624,0.037293275699486435,0.037355788703726495,-0.007178955567161051,0.01077893826924475,0.0045600365363053395
lh_caudalmiddlefrontal-rh_isthmuscingulate,0.019667126100859716,-0.012431009229743287,-0.004132612078873348,0.022697301144799058,0.021752983126609553,-0.050747772676612624,0.015192184261364589
lh_caudalmiddlefrontal-rh_lateraloccipital,0.0434958390114226,-0.008621420877574237,-0.0054844651655238524,-0.014205523604730345,-0.023536362486258948,-0.019768586044868725,0.03390440692189637
lh_caudalmiddlefrontal-rh_lateralorbitofrontal,0.0062877270450884554,-0.006834923603928483,0.021592800026120976,-0.0133768930560048,-0.034906421101526905,0.011849616080070662,0.01697744277241498
lh_caudalmiddlefrontal-rh_lingual,0.04985477196457236,-0.018285509778782072,-0.017479736105317393,-0.001817834605587588,-0.0027358900872045313,-0.034718016025129764,0.025619943040730564
lh_caudalmiddlefrontal-rh_medialorbitofrontal,0.017369328760548277,0.0036750670887560166,0.030302958307050137,-0.015819350300923227,-0.01609530668787544,-0.015148795990088549,0.009344054819242564
lh_caudalmiddlefrontal-rh_middletemporal,-0.0159267577891878,-0.017885717770365128,0.022966963156633873,0.009625493954766707,-0.0010336058645680599,0.01277903572822555,0.00920923020879656
lh_caudalmiddlefrontal-rh_parahippocampal,-0.000527142196537973,-0.015189284487647264,0.009986981920904567,0.004925328525293017,0.005935551976490767,0.001309001772229159,0.036494992715564466
lh_caudalmiddlefrontal-rh_paracentral,0.009553107305698496,-0.009347634195162139,0.020879813150778883,0.003076484339974902,0.026431179596159995,-0.02440895503859426,0.002047636779454264
lh_caudalmiddlefrontal-rh_parsopercularis,-0.004847676570736761,-0.012501343293155309,0.017517867046828638,0.0023286921329146388,0.011328210329432492,-0.0019172107566731607,-0.015364429216649355
lh_caudalmiddlefrontal-rh_parsorbitalis,0.001252907708386191,-0.005366590603625954,0.03231719034701217,-0.0023282713117421684,0.003547251920299994,0.012725857765692267,0.01623622515530521
lh_caudalmiddlefrontal-rh_parstriangularis,-0.005585387847239888,-0.018174017058613812,-0.00041070540666812493,-0.01890139347598133,0.012557280449233004,-0.009996180894892136,0.0177881591965428
lh_caudalmiddlefrontal-rh_pericalcarine,0.06032883627056962,-0.005688801243933092,-0.020944730614724197,-0.009120262378600658,0.007523716435146444,-0.009348086317192491,0.037353859119117566
lh_caudalmiddlefrontal-rh_postcentral,0.02359530962351078,-0.013978023204050463,0.0026394023364830696,-0.005377836360852325,-0.002212825641875883,-0.018335048473095084,0.03999689676054572
lh_caudalmiddlefrontal-rh_posteriorcingulate,0.01918837727995952,0.016334666589879976,0.029351895508633402,-0.03319112069693927,0.04272270256396782,-0.03206567713839725,0.009463936859813272
lh_caudalmiddlefrontal-rh_precentral,-0.011198760155395743,-0.02322945537536105,0.012143974752395275,0.015061880319484446,0.026839338576792996,0.003495778168156706,0.005725618573651976
lh_caudalmiddlefrontal-rh_precuneus,0.013107373888579842,-0.02142624180575926,-0.001059154976325078,-0.0029184349251610473,0.0010530524099365847,-0.0004128543573526748,0.028530957440630896
lh_caudalmiddlefrontal-rh_rostralanteriorcingulate,-0.015179450929975885,-0.011230108080895666,0.04807487304946963,0.03456986922301035,-0.017852446233751394,-0.02105532459363332,-0.0149910466693866
lh_caudalmiddlefrontal-rh_rostralmiddlefrontal,0.014546480307840528,-0.004831766607066336,0.00790469225053609,-0.018029157170630493,-0.002105055388646265,-0.007839083559222498,0.03489905059192954
lh_caudalmiddlefrontal-rh_superiorfrontal,-0.0015247521570142394,-0.012570310568425402,0.03573755037779386,0.010998449805228036,0.013828773724442666,0.02315262678012737,-0.012911615918296546
lh_caudalmiddlefrontal-rh_superiorparietal,0.02591945465598859,-0.008772876851215671,0.00224087341024069,-0.0025170400006478692,-0.008839331933705423,-0.005242591863553208,0.05344643454426451
lh_caudalmiddlefrontal-rh_superiortemporal,0.0035920335483134416,-0.007112413877819392,0.03415519421617156,0.002644512253376995,0.004815216705644525,0.01641196095072666,-0.0219820521387058
lh_caudalmiddlefrontal-rh_supramarginal,-0.008573935151984685,-0.018026316974684094,0.018684741570098973,0.004620133008215785,0.0222919628241768,0.01113406256928244,0.006539880199074564
lh_caudalmiddlefrontal-rh_frontalpole,0.006209182814622649,-0.017842208659755776,0.013629820059501028,-0.01852484616865963,0.024209300041077783,0.020611070953243646,-0.017056534710724144
lh_caudalmiddlefrontal-rh_temporalpole,0.015992838716544375,-0.011767486165133251,0.020726812658717262,-0.0033029596648726377,0.04303860521448403,0.013686172790473735,-0.03411935861565976
lh_caudalmiddlefrontal-rh_transversetemporal,0.01140273199228891,-0.00567427275983034,0.009526601433281419,0.009765228013043217,0.0046209869732318,-0.040458917026345936,-0.013242817450971308
lh_caudalmiddlefrontal-rh_insula,0.016792185258992866,0.0029176043720809557,0.02878340809024895,0.017536328430276978,-0.01562804776753087,0.019791014586332725,-0.01389925667072364
lh_cuneus-lh_entorhinal,0.035066070690830634,-0.011646873677337825,0.0016379328824991735,0.01879221367792846,-0.0024911565703845,-0.013408057896332379,-0.00848731153307861
lh_cuneus-lh_fusiform,0.029072863845174123,-0.03208042208834377,-0.0058489336932033365,0.042444325057847475,0.007833120818974386,0.008350484392079338,0.0024931352168153557
lh_cuneus-lh_inferiorparietal,0.04204881404872067,-0.030981954151746673,-0.019485843203604507,0.021906864718543653,0.003420142774427735,-0.006128936300926824,-0.019282005213671776
lh_cuneus-lh_inferiortemporal,0.014688071618226647,-0.05248245857852864,-0.027719684745464743,0.03499784981875084,0.002641285386965876,0.0043407282700278944,-0.0006162862014958922
lh_cuneus-lh_isthmuscingulate,-0.0008886532026034404,-0.039086443292066037,-0.017680736776217783,0.026441989110128877,-0.00721736685067551,-0.008035712849136411,0.0018579716341320814
lh_cuneus-lh_lateraloccipital,0.0019282514579554235,-0.04885749564366827,-0.034045141780780254,0.016993901891267003,0.020689857287843057,0.022352615369999274,0.010327236665823
lh_cuneus-lh_lateralorbitofrontal,0.021322364099061044,-0.04825703035230029,-0.027366340292549234,0.026573641698515386,-0.0001097289271698179,0.02116976457598685,0.013858946439515945
lh_cuneus-lh_lingual,0.0038552503988454924,-0.025282995793071413,-0.011642167663164426,0.0002888698488307238,-0.0021763159210013592,-0.0023069606681179826,0.013786178525254999
lh_cuneus-lh_medialorbitofrontal,0.016896769844345308,-0.04471862628945899,-0.0174251245347039,0.04979917029600006,0.010518198141107129,0.013096511958233312,-0.002103626834450357
lh_cuneus-lh_middletemporal,0.027475070150416843,-0.04474857794614472,-0.028711880408814096,0.02783458786709706,-0.0009168990720494502,-0.004503198210002521,-0.0017362263524035467
lh_cuneus-lh_parahippocampal,0.022843490324924203,-0.013882253723085795,0.007459511286633725,0.023571785698611458,-0.019238652410425668,-0.007238560405964646,-0.011213419033752486
lh_cuneus-lh_paracentral,0.043453991783547814,-0.014674587350093483,-0.011113432473855184,-0.00032611796487532803,-0.007522669534073496,0.02548312617115275,0.03274995840466769
lh_cuneus-lh_parsopercularis,0.039222987211477864,-0.034451118306447315,-0.029841621854855796,0.014727171471542478,0.0015543028142790132,0.014694747519992668,0.013213214297303084
lh_cuneus-lh_parsorbitalis,0.039831120701633124,-0.023682075640660376,-0.005955534919455725,0.030255255437273122,-0.01640137863545927,-0.008077560432031795,-0.008618285938797684
lh_cuneus-lh_parstriangularis,0.04003628861170233,-0.028151892432821908,-0.015525184305053827,0.026470831569013413,0.0014120979077380618,0.011590585939980821,0.0036800474857199565
lh_cuneus-lh_pericalcarine,0.016562587454662655,0.013197200930829107,0.02534298636960647,-0.004165735249531389,-0.009935243312907478,0.004744150489397764,-0.011592170497934871
lh_cuneus-lh_postcentral,0.04596019366837858,-0.009890998090423535,0.0027131199863895763,0.01016178016679776,0.004058707486915626,0.007829854290845099,-0.0033097338770873893
lh_cuneus-lh_posteriorcingulate,0.01194741803294366,-0.036132264547517785,-0.003686977880531336,0.023594042130531765,0.020002610822687564,0.018890018136560452,-0.0048453020493552865
lh_cuneus-lh_precentral,0.05655333304810422,-0.01189542142950122,-0.018191000691429555,-0.0030054389280467393,-0.005048076212174679,0.011725936598338552,0.027328411316035715
lh_cuneus-lh_precuneus,0.04734287203332113,-0.022215880598219356,-0.018256903361730362,-0.000778626776241937,0.007710008015802092,0.00018166321642639532,-0.002981332018264919
lh_cuneus-lh_rostralanteriorcingulate,0.005644702161662597,-0.047852995540992704,-0.005019918848722208,0.046355891254930275,0.016217030644594663,0.015381547665096737,-0.006321642617050498
lh_cuneus-lh_rostralmiddlefrontal,0.044621390385956736,-0.03136042427368457,-0.018033732933490344,0.02716612159258561,-0.0021459975107245015,0.0016226608256056567,-0.005363539741897083
lh_cuneus-lh_superiorfrontal,0.06248293567886578,-0.013084503851393437,-0.007659035581582014,0.023388074011133606,0.0006578202238160864,-0.005518400202098999,-0.008308561079693836
lh_cuneus-lh_superiorparietal,0.04338313882019054,-0.02799904617051597,-0.02514333667348819,-0.008133013345984028,-0.002550994717739715,-0.017734326462757945,-0.01975815172103765
lh_cuneus-lh_superiortemporal,0.04361643917150539,-0.028896243295019296,-0.020236347210106684,0.007437549225749718,-0.011599740951501857,-0.004268809715014772,-0.012350521091891824
lh_cuneus-lh_supramarginal,0.04844011857362649,-0.027608438830557275,-0.019344416193110097,0.012948283534493791,-0.015294914777419337,-0.014751893253856676,-0.013490999618797982
lh_cuneus-lh_frontalpole,0.024440725805621576,-0.028169634258413918,-0.014379621385589498,0.0054253181480223905,-0.005527332180580812,0.009693733888921334,-0.019477830411749577
lh_cuneus-lh_temporalpole,0.03260470021290953,-0.018594867934051768,0.0015143372383204586,0.005884915338817487,0.01162725397455641,-0.0038063458978304034,0.013853318300247443
lh_cuneus-lh_transversetemporal,0.014776623643107584,-0.023460854611721583,0.0015742601578272483,-9.810137914135059e-05,0.025461019200254828,0.041276275040728734,0.0030598806818523424
lh_cuneus-lh_insula,0.024715257340567693,-0.021961149737325804,-0.0015645567284833933,0.025528224805743016,0.005284426826442701,0.012624062967961232,0.0073355970368890544
lh_cuneus-rh_bankssts,0.02816774591544667,-0.023688496585410772,-0.009714347187647137,0.0013887947117573807,0.0034672004387962347,0.023211528809691555,-0.030852508888373334
lh_cuneus-rh_caudalanteriorcingulate,0.0019788355242580957,-0.02992845017950219,0.00684161703188123,0.025752008497441862,0.004857063908122957,0.006606298706577213,-0.012308459715880788
lh_cuneus-rh_caudalmiddlefrontal,0.0469013145343235,-0.02184007353388513,-0.01904434640662462,0.002783992546297594,-0.007946495476005804,0.017300491722758195,-0.01679190029516371
lh_cuneus-rh_cuneus,-0.004226834733321352,-0.019669180975911898,-0.007782181476042017,0.0006324848785837979,0.013441541636616334,0.0067186231228200215,0.028051280863298826
lh_cuneus-rh_entorhinal,0.029044810876860196,-0.017774053550683504,-0.006873563907694573,0.009998381184714668,-0.004951312544471775,0.004979710230141906,-0.02787835061777449
lh_cuneus-rh_fusiform,0.02791001071510243,-0.028309473329793534,-0.0031582298384244477,0.031416436275620366,-0.013109744730795417,0.005671681379183031,-0.031772413465443156
lh_cuneus-rh_inferiorparietal,0.04580784465407787,-0.019838384601707743,-0.010370648346429858,0.022847581371686108,-0.0023719987208593784,0.009558371272909531,-0.03489407434563961
lh_cuneus-rh_inferiortemporal,0.023775123137793452,-0.0363873609394911,-0.0106138918337921,0.045275645098730256,0.0058725466012668455,0.01825077990604724,-0.01828409872310066
lh_cuneus-rh_isthmuscingulate,0.00989527606178086,-0.026436176961831627,0.0027591653972517953,0.05138811823258885,0.007482467483957651,0.01648440915373816,-0.017297086325710094
lh_cuneus-rh_lateraloccipital,0.0012538209408707738,-0.04377630941346351,-0.025998489469631833,0.022681098273071743,0.015192236798900033,0.036164112856208845,-0.011408907202538973
lh_cuneus-rh_lateralorbitofrontal,0.020791472202394315,-0.04165940592567484,-0.01287685414458354,0.0267738900413208,-0.003993136537477936,0.0323279284477889,-0.007719817538930681
lh_cuneus-rh_lingual,0.007339151737212754,-0.016156000110169454,-0.004771429674694043,-0.006570279430931188,-0.012115914731849245,-0.019463008399024147,0.004341923880551144
